5281371019,55.3433685,28.3970243,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371020,55.3416235,28.397668,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371321,55.3438169,28.3971369,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371322,55.3457539,28.3986336,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371323,55.3478525,28.4004253,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371324,55.3474224,28.400023,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371325,55.3466873,28.3994383,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371326,55.3485753,28.4013802,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371327,55.3491488,28.4026837,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371328,55.3488499,28.4019649,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371329,55.3494538,28.4039122,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371361,55.349832,28.4086114,411298,2017-12-13 06:32:31,Yury Yatsynovich
5281371563,55.3185905,28.4056342,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371564,55.3253297,28.4075761,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371565,55.3259096,28.4076834,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371566,55.3163012,28.4049797,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371567,55.3168995,28.405087,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371568,55.3132729,28.4054088,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371569,55.3096582,28.4061277,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371570,55.2963871,28.4094751,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371571,55.2939376,28.4112024,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371572,55.2956786,28.4099042,411298,2017-12-13 06:32:33,Yury Yatsynovich
5281371582,55.2826197,28.4135091,788014,2017-12-29 18:04:31,LLlypuk82
5281371587,55.281804,28.4093678,788014,2017-12-29 18:04:31,LLlypuk82
5281371592,55.2863683,28.4080911,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371593,55.2862003,28.4095555,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371594,55.2861667,28.4111112,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371595,55.2862614,28.408708,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371596,55.2855618,28.4121841,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371599,55.2860689,28.4119266,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371600,55.286295,28.4120393,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371601,55.2869151,28.4125435,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371602,55.2880026,28.4134126,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371603,55.2885617,28.4136432,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371604,55.2888824,28.4136003,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371605,55.2897133,28.4132892,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281371606,55.2865241,28.4121895,411298,2017-12-13 06:32:34,Yury Yatsynovich
5281392692,55.2875139,28.4133214,411298,2017-12-13 06:43:53,Yury Yatsynovich
5310603455,55.2814435,28.4138042,788014,2017-12-29 18:04:22,LLlypuk82
